Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R0473No1	Prephenate_c[c] + 1.4378e-07 prot_G2TLZ7[c]  -> CO2_c[c] + H2O_c[c] + Phenylpyruvate_c[c] 	Bcoa_2655	  0.00	   Inf	  0.00
R0474No1	5_O_1_Carboxyvinyl_3_phosphoshikimate_c[c] + 0.033467 prot_G2TM70[c]  -> Chorismate_c[c] + Phosphate_c[c] 	Bcoa_2961	  0.00	   Inf	  0.00
R0475No1	Chorismate_c[c] + 5.5556e-06 prot_G2TM72[c]  -> Prephenate_c[c] 	Bcoa_2963	  0.00	   Inf	  0.00
R0476No1	NAD_c[c] + Prephenate_c[c] + 2.6455e-05 prot_G2TM74[c]  -> 4_Hydroxyphenylpyruvate_c[c] + CO2_c[c] + H+_c[c] + NADH_c[c] 	Bcoa_2965	  0.00	   Inf	  0.00
R0477No1	NADP_c[c] + Prephenate_c[c] + 2.6455e-05 prot_G2TM74[c]  -> 4_Hydroxyphenylpyruvate_c[c] + CO2_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_2965	  0.00	   Inf	  0.00
R0478No1	D_Erythrose4_phosphate_c[c] + H2O_c[c] + Phosphoenolpyruvate_c[c] + 6.0386e-05 prot_G2TNC8[c]  -> DAHP_c[c] + Phosphate_c[c] 	Bcoa_2459	  0.00	   Inf	  0.00
R0479No1	Indoleglycerol_phosphate_c[c] + 3.9519e-06 prot_G2TKC3[c] + 3.9519e-06 prot_G2TKC4[c]  -> Glyceraldehyde3_phosphate_c[c] + indol_c[c] 	Bcoa_2097 and Bcoa_2096	  0.00	   Inf	  0.00
R0480No1	ATP_c[c] + Shikimate_c[c] + 4.6296e-06 prot_G2TPN5[c]  -> 3_phosphoshikimate_c[c] + ADP_c[c] 	Bcoa_2821	  0.00	   Inf	  0.00
R0481No1	NADP_c[c] + Shikimate_c[c] + 2.0455e-06 prot_G2TNH8[c]  -> 3_Dehydroshikimate_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_2743	  0.00	   Inf	  0.00
R0482No1	Indoleglycerol_phosphate_c[c] + L_Serine_c[c] + 3.9519e-06 prot_G2TKC3[c] + 3.9519e-06 prot_G2TKC4[c]  -> Glyceraldehyde3_phosphate_c[c] + H2O_c[c] + L_Tryptophan_c[c] 	Bcoa_2097 and Bcoa_2096	  0.00	   Inf	  0.00
R0483No1	DAHP_c[c] + 1.1111e-08 prot_G2TM71[c]  -> 3_Dehydroquinate_c[c] + Phosphate_c[c] 	Bcoa_2962	  0.00	   Inf	  0.00
R0484No1	3_Dehydroquinate_c[c] + 8.9606e-07 prot_G2TPQ7[c]  -> 3_Dehydroshikimate_c[c] + H2O_c[c] 	Bcoa_2843	  0.00	   Inf	  0.00
R0485No1	3_phosphoshikimate_c[c] + Phosphoenolpyruvate_c[c] + 8.7352e-06 prot_G2TM75[c]  -> 5_O_1_Carboxyvinyl_3_phosphoshikimate_c[c] + Phosphate_c[c] 	Bcoa_2966	  0.00	   Inf	  0.00
R0486No1	1_(2_carboxyphenylamino)_1_deoxyribulose_5_phosphate_c[c] + 2.1368e-06 prot_G2TKC2[c]  -> CO2_c[c] + H2O_c[c] + Indoleglycerol_phosphate_c[c] 	Bcoa_2095	  0.00	   Inf	  0.00
R0487No1	1_(2_carboxyphenylamino)_1_deoxyribulose_5_phosphate_c[c] + 2.1368e-06 prot_G2TKC2[c]  -> N_5_phosphoribosyl_anthranilate_c[c] 	Bcoa_2095	  0.00	   Inf	  0.00
R0488No1	L_Alanine_c[c] + 1.2626e-05 prot_G2TIL8[c]  -> D_Alanine_c[c] 	Bcoa_1503	  0.00	   Inf	  0.00
R0489No1	L_Glutamate_c[c] + Pyruvate_c[c] + 8.1699e-07 prot_G2TNA3[c]  -> 2_Oxoglutarate_c[c] + L_Alanine_c[c] 	Bcoa_2434	  0.00	   Inf	  0.00
R0490No1	ATP_c[c] + 2 D_Alanine_c[c] + 0.0001462 prot_G2THX3[c]  -> ADP_c[c] + D_Ala_D_Ala_c[c] + Phosphate_c[c] 	Bcoa_1485	  0.00	   Inf	  0.00
R0491No1	D_Arabinose5_phosphate_c[c] + 1.0893e-06 prot_G2TQQ7[c]  -> D_Ribulose5_phosphate_c[c] 	Bcoa_0686	  0.00	   Inf	  0.00
R0492No1	D_Arabinose5_phosphate_c[c] + H2O_c[c] + Phosphoenolpyruvate_c[c] + 2.7778e-06 prot_G2TQQ8[c]  -> 3_Deoxy_D_manno_octulosonate8_phosphate_c[c] + Phosphate_c[c] 	Bcoa_0687	  0.00	   Inf	  0.00
R0493No1	UDP_N_acetylglucosamine_c[c] + uagmda_c[c] + 1.9841e-05 prot_G2TJX0[c]  -> UDP_c[c] + uaagmda_c[c] 	Bcoa_0166	  0.00	   Inf	  0.00
R0494No1	Bactoprenyl_diphosphate_c[c] + H2O_c[c] + 9.5785e-07 prot_G2TR48[c]  -> Phosphate_c[c] + Undecaprenylphosphate_c[c] 	Bcoa_0906	  0.00	   Inf	  0.00
R0495No1	Undecaprenylphosphate_c[c] + ugmda_c[c] + 5.2116e-05 prot_G2TJX3[c]  -> UMP_c[c] + uagmda_c[c] 	Bcoa_0169	  0.00	   Inf	  0.00
R0496No1	Chorismate_c[c] + 5.5115e-06 prot_G2TN66[c]  -> Isochorismate_c[c] 	Bcoa_2397	  0.00	   Inf	  0.00
R0497No1	ATP_c[c] + CoA_c[c] + Succinylbenzoate_c[c] + 0.00010602 prot_G2TN70[c]  -> AMP_c[c] + PPi_c[c] + Succinylbenzoyl_CoA_c[c] 	Bcoa_2401	  0.00	   Inf	  0.00
R0498No1	SHCHC_c[c] + 5.4466e-06 prot_G2TN71[c]  -> H2O_c[c] + Succinylbenzoate_c[c] 	Bcoa_2402	  0.00	   Inf	  0.00
R0499No1	2_Octaprenyl_6_methoxy_1_4_benzoquinone_c[c] + S_Adenosyl_L_methionine_c[c] + 1.2346e-06 prot_G2TM66[c]  -> 2_Octaprenyl_3_methyl_6_methoxy_1_4_benzoquinone_c[c] + S_Adenosyl_homocysteine_c[c] 	Bcoa_2957	  0.00	   Inf	  0.00
R0500No1	Succinylbenzoyl_CoA_c[c] + 0.00060125 prot_G2TN69[c]  -> 1_4_Dihydroxy_2_naphthoyl_CoA_c[c] + H2O_c[c] 	Bcoa_2400	  0.00	   Inf	  0.00
R0501No1	2_Oxoglutarate_c[c] + Isochorismate_c[c] + 0.0055556 prot_G2TN67[c]  -> 2_Succinyl_5_enolpyruvyl_6_hydroxy_3_cyclohexene_1_carboxylate_c[c] + CO2_c[c] 	Bcoa_2398	  0.00	   Inf	  0.00
R0502No1	2_Succinyl_5_enolpyruvyl_6_hydroxy_3_cyclohexene_1_carboxylate_c[c] + 1.6633e-06 prot_G2TN68[c]  -> Pyruvate_c[c] + SHCHC_c[c] 	Bcoa_2399	  0.00	   Inf	  0.00
R0503No1	5_10_Methylenetetrahydrofolate_c[c] + Glycine_c[c] + H2O_c[c] + 5.5556e-05 prot_G2THT9[c]  -> L_Serine_c[c] + Tetrahydrofolate_c[c] 	Bcoa_1451	  0.00	   Inf	  0.00
R0504No1	5_10_Methylenetetrahydrofolate_c[c] + dUMP_c[c] + 5.787e-06 prot_G2TMG1[c]  -> Dihydrofolate_c[c] + dTMP_c[c] 	Bcoa_3287	  0.00	   Inf	  0.00
R0505No1	5_Formyltetrahydrofolate_c[c] + ATP_c[c] + H+_c[c] + 0.00027778 prot_G2TJT3[c]  -> 5_10_Methenyltetrahydrofolate_c[c] + ADP_c[c] + Phosphate_c[c] 	Bcoa_0129	  0.00	   Inf	  0.00
R0506No1	S_Aminomethyldihydrolipoylprotein_c[c] + Tetrahydrofolate_c[c] + 1.3291e-05 prot_G2TPN9[c]  -> 5_10_Methylenetetrahydrofolate_c[c] + Dihydrolipolprotein_c[c] + NH3_c[c] 	Bcoa_2825	  0.00	   Inf	  0.00
R0507No1	5_Methyltetrahydrofolate_c[c] + NAD_c[c] + 5.0505e-06 prot_G2TR32[c]  -> 5_10_Methylenetetrahydrofolate_c[c] + H+_c[c] + NADH_c[c] 	Bcoa_0890	  0.00	   Inf	  0.00
R0508No1	ATP_c[c] + Thiamin_c[c] + 0.0040258 prot_G2TJQ3[c]  -> AMP_c[c] + TPP_c[c] 	Bcoa_0099	  0.00	   Inf	  0.00
R0509No1	H2O_c[c] + Thiamin_c[c] + 5.7511e-05 prot_G2TQD6[c]  -> 4_Methyl_5_2_hydroxyethyl_thiazole_c[c] + H+_c[c] + Toxopyrimidine_c[c] 	Bcoa_0561	  0.00	   Inf	  0.00
R0510No1	4_Amino_2_methyl_5_diphosphomethylpyrimidine_c[c] + 4_Methyl_5_2_phosphoethyl_thiazole_c[c] + H+_c[c] + 0.0014006 prot_G2TPW2[c]  -> PPi_c[c] + Thiamine_phosphate_c[c] 	Bcoa_3136	  0.00	   Inf	  0.00
R0511No1	ATP_c[c] + Toxopyrimidine_c[c] + 8.4175e-05 prot_G2TIX4[c]  -> 4_Amino_5_phosphomethyl_2_methylpyrimidine_c[c] + ADP_c[c] 	Bcoa_1391	  0.00	   Inf	  0.00
R0512No1	4_Methyl_5_2_hydroxyethyl_thiazole_c[c] + ATP_c[c] + 6.6908e-05 prot_G2TPW4[c]  -> 4_Methyl_5_2_phosphoethyl_thiazole_c[c] + ADP_c[c] 	Bcoa_3138	  0.00	   Inf	  0.00
R0513No1	4_Amino_5_phosphomethyl_2_methylpyrimidine_c[c] + ATP_c[c] + 8.4175e-05 prot_G2TIX4[c]  -> 4_Amino_2_methyl_5_diphosphomethylpyrimidine_c[c] + ADP_c[c] 	Bcoa_1391	  0.00	   Inf	  0.00
R0514No1	2 6_7_Dimethyl_8_1_D_ribityllumazine_c[c] + 0.00013889 prot_G2TIG9[c]  -> 4_1_D_Ribitylamino_5_aminouracil_c[c] + riboflavin_c[c] 	Bcoa_1300	  0.00	   Inf	  0.00
R0515No1	ATP_c[c] + FMN_c[c] + 4.085e-05 prot_G2TJG4[c]  -> FAD_c[c] + PPi_c[c] 	Bcoa_0010	  0.00	   Inf	  0.00
R0516No1	GTP_c[c] + 3 H2O_c[c] + 0.0079365 prot_G2TIH0[c]  -> 2_5_Diamino_6_(5_phosphoribosylamino)_4_pyrimidineone_c[c] + Formate_c[c] + PPi_c[c] 	Bcoa_1301	  0.00	   Inf	  0.00
R0517No1	ATP_c[c] + riboflavin_c[c] + 0.00039683 prot_G2TJG4[c]  -> ADP_c[c] + FMN_c[c] 	Bcoa_0010	  0.00	   Inf	  0.00
R0518No1	5_Amino_6_5_phosphoribitylaminouracil_c[c] + NADP_c[c] + 2.4582e-05 prot_G2TIG8[c]  -> 5_Amino_6_5_phosphoribosylaminouracil_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_1299	  0.00	   Inf	  0.00
R0519No1	2_5_Diamino_6_(5_phosphoribosylamino)_4_pyrimidineone_c[c] + H2O_c[c] + 2.4582e-05 prot_G2TIG8[c]  -> 5_Amino_6_5_phosphoribosylaminouracil_c[c] + NH3_c[c] 	Bcoa_1299	  0.00	   Inf	  0.00
R0520No1	3_4_dihydroxy_2_butanone4_phosphate_c[c] + 4_1_D_Ribitylamino_5_aminouracil_c[c] + 0.003655 prot_G2TIH1[c]  -> 6_7_Dimethyl_8_1_D_ribityllumazine_c[c] + 2 H2O_c[c] + Phosphate_c[c] 	Bcoa_1302	  0.00	   Inf	  0.00
arm_R0521	FMN_c[c] + H+_c[c] + NADPH_c[c]  -> pmet_R0521[c] 	Bcoa_2162 or Bcoa_0585 or Bcoa_1704 or Bcoa_1887	  0.00	   Inf	  0.00
R0521No1	pmet_R0521[c] + 8.1699e-06 prot_G2TN42[c]  -> FMNH2_c[c] + NADP_c[c] 	Bcoa_2162	  0.00	   Inf	  0.00
R0521No2	pmet_R0521[c] + 8.1699e-06 prot_G2TQG0[c]  -> FMNH2_c[c] + NADP_c[c] 	Bcoa_0585	  0.00	   Inf	  0.00
R0521No3	pmet_R0521[c] + 8.1699e-06 prot_G2TJD6[c]  -> FMNH2_c[c] + NADP_c[c] 	Bcoa_1704	  0.00	   Inf	  0.00
R0521No4	pmet_R0521[c] + 8.1699e-06 prot_G2TLJ0[c]  -> FMNH2_c[c] + NADP_c[c] 	Bcoa_1887	  0.00	   Inf	  0.00
R0522No1	5_Amino_6_5_phosphoribitylaminouracil_c[c] + H2O_c[c] + 0.00015432 prot_G2TNY8[c]  -> 4_1_D_Ribitylamino_5_aminouracil_c[c] + Phosphate_c[c] 	Bcoa_0368	  0.00	   Inf	  0.00
R0523No1	D_Ribulose5_phosphate_c[c] + 0.0055556 prot_G2TIH0[c]  -> 3_4_dihydroxy_2_butanone4_phosphate_c[c] + Formate_c[c] 	Bcoa_1301	  0.00	   Inf	  0.00
R0524No1	4_(Phosphonooxy)_L_Threonine_c[c] + H2O_c[c] + 3.7896e-05 prot_G2TQK1[c]  -> 4_Hydroxy_L_Threonine_c[c] + Phosphate_c[c] 	Bcoa_0630	  0.00	   Inf	  0.00
R0525No1	D_Ribulose5_phosphate_c[c] + Glyceraldehyde3_phosphate_c[c] + L_Glutamine_c[c] + 0.0021872 prot_G2THK7[c] + 0.0021872 prot_G2THK8[c]  -> 3 H2O_c[c] + L_Glutamate_c[c] + Phosphate_c[c] + Pyridoxal_phosphate_c[c] 	Bcoa_1213 and Bcoa_1212	  0.00	   Inf	  0.00
R0526No1	ATP_c[c] + Deamido_NAD_c[c] + NH3_c[c] + 0.00055556 prot_G2TIP9[c]  -> AMP_c[c] + NAD_c[c] + PPi_c[c] 	Bcoa_1537	  0.00	   Inf	  0.00
R0527No1	ATP_c[c] + NAD_c[c] + 0.00020425 prot_G2TMR3[c]  -> ADP_c[c] + NADP_c[c] 	Bcoa_0331	  0.00	   Inf	  0.00
R0528No1	ATP_c[c] + H+_c[c] + NMN_c[c] + 5.0505e-05 prot_G2TNI0[c]  -> NAD_c[c] + PPi_c[c] 	Bcoa_2745	  0.00	   Inf	  0.00
R0529No1	L_Aspartate_c[c] + O2_c[c] + 0.00055556 prot_G2TH66[c]  -> H2O2_c[c] + Iminoaspartate_c[c] 	Bcoa_0748	  0.00	   Inf	  0.00
R0531No1	ATP_c[c] + H+_c[c] + H2O_c[c] + Niacin_c[c] + PRPP_c[c] + 0.0007716 prot_G2TIP8[c]  -> ADP_c[c] + Nicotinate_ribonucleotide_c[c] + PPi_c[c] + Phosphate_c[c] 	Bcoa_1536	  0.00	   Inf	  0.00
R0532No1	N_Ribosylnicotinamide_c[c] + Phosphate_c[c] + 2.4452e-06 prot_G2TJC2[c]  -> H+_c[c] + Nicotinamide_c[c] + Ribose_1_phosphate_c[c] 	Bcoa_1690	  0.00	   Inf	  0.00
R0533No1	Nicotinate_D_ribonucleoside_c[c] + Phosphate_c[c] + 2.4452e-06 prot_G2TJC2[c]  -> H+_c[c] + Niacin_c[c] + Ribose_1_phosphate_c[c] 	Bcoa_1690	  0.00	   Inf	  0.00
R0534No1	H+_c[c] + H2O_c[c] + NMN_c[c] + 0.00073099 prot_G2TNU8[c]  -> NH3_c[c] + Nicotinate_ribonucleotide_c[c] 	Bcoa_3327	  0.00	   Inf	  0.00
R0535No1	ATP_c[c] + Nicotinate_ribonucleotide_c[c] + 5.0505e-05 prot_G2TNI0[c]  -> Deamido_NAD_c[c] + PPi_c[c] 	Bcoa_2745	  0.00	   Inf	  0.00
R0536No1	H+_c[c] + PRPP_c[c] + Quinolinate_c[c] + 4.6296e-05 prot_G2TH67[c]  -> CO2_c[c] + Nicotinate_ribonucleotide_c[c] + PPi_c[c] 	Bcoa_0749	  0.00	   Inf	  0.00
R0537No1	Glycerone_phosphate_c[c] + Iminoaspartate_c[c] + 0.0026882 prot_G2TH68[c]  -> 2 H2O_c[c] + Phosphate_c[c] + Quinolinate_c[c] 	Bcoa_0750	  0.00	   Inf	  0.00
R0538No1	ATP_c[c] + Dephospho_CoA_c[c] + 0.005775 prot_G2TPH5[c]  -> ADP_c[c] + CoA_c[c] 	Bcoa_2526	  0.00	   Inf	  0.00
R0539No1	3_Ureidopropionate_c[c] + H2O_c[c] + 3.3104e-07 prot_G2TR88[c]  -> CO2_c[c] + NH3_c[c] + beta_Alanine_c[c] 	Bcoa_0946	  0.00	   Inf	  0.00
R0540No1	Hydrouracil_c[c] + NADP_c[c] + 0.00042735 prot_G2TR85[c]  -> H+_c[c] + NADPH_c[c] + Uracil_c[c] 	Bcoa_0943	  0.00	   Inf	  0.00
R0541No1	2_3_Dihydroxy_isovalerate_c[c] + 3.6646e-06 prot_G2TK81[c]  -> 3_Methyl_2_oxobutanoate_c[c] + H2O_c[c] 	Bcoa_2054	  0.00	   Inf	  0.00
R0542No1	2_Oxoglutarate_c[c] + L_Valine_c[c] + 3.5613e-06 prot_G2TIV0[c]  -> 3_Methyl_2_oxobutanoate_c[c] + L_Glutamate_c[c] 	Bcoa_1367	  0.00	   Inf	  0.00
R0543No1	3_Methyl_2_oxobutanoate_c[c] + 5_10_Methylenetetrahydrofolate_c[c] + H2O_c[c] + 0.00035476 prot_G2TM93[c]  -> 2_Dehydropantoate_c[c] + Tetrahydrofolate_c[c] 	Bcoa_2984	  0.00	   Inf	  0.00
R0544No1	H2O_c[c] + Hydrouracil_c[c] + 3.8742e-06 prot_G2TR84[c]  -> 3_Ureidopropionate_c[c] 	Bcoa_0942	  0.00	   Inf	  0.00
arm_R0545	NADP_c[c] + Pantoate_c[c]  -> pmet_R0545[c] 	Bcoa_0178 or Bcoa_2555	  0.00	   Inf	  0.00
R0545No1	pmet_R0545[c] + 1.6534e-05 prot_G2TJY2[c]  -> 2_Dehydropantoate_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_0178	  0.00	   Inf	  0.00
R0545No2	pmet_R0545[c] + 1.6534e-05 prot_G2TKN4[c]  -> 2_Dehydropantoate_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_2555	  0.00	   Inf	  0.00
R0546No1	ATP_c[c] + Pantoate_c[c] + beta_Alanine_c[c] + 9.4482e-05 prot_G2TM94[c]  -> AMP_c[c] + PAN_c[c] + PPi_c[c] 	Bcoa_2985	  0.00	   Inf	  0.00
R0547No1	ATP_c[c] + PAN_c[c] + 0.00013103 prot_G2THL8[c]  -> ADP_c[c] + D_4_Phosphopantothenate_c[c] 	Bcoa_1227	  0.00	   Inf	  0.00
R0548No1	ATP_c[c] + Phosphopantetheine_c[c] + 6.109e-05 prot_G2TJZ1[c]  -> Dephospho_CoA_c[c] + PPi_c[c] 	Bcoa_0187	  0.00	   Inf	  0.00
R0549No1	(S)_2_Acetolactate_c[c] + H+_c[c] + NADPH_c[c] + 0.00042088 prot_G2TK84[c]  -> 2_3_Dihydroxy_isovalerate_c[c] + NADP_c[c] 	Bcoa_2057	  0.00	   Inf	  0.00
R0550No1	(R)_4_Phosphopantothenoyl_L_cysteine_c[c] + 9.5785e-05 prot_G2TJR2[c]  -> CO2_c[c] + Phosphopantetheine_c[c] 	Bcoa_0108	  0.00	   Inf	  0.00
R0551No1	ATP_c[c] + D_4_Phosphopantothenate_c[c] + L_Cysteine_c[c] + 0.00049603 prot_G2TJR2[c]  -> (R)_4_Phosphopantothenoyl_L_cysteine_c[c] + AMP_c[c] + PPi_c[c] 	Bcoa_0108	  0.00	   Inf	  0.00
R0552No1	CTP_c[c] + D_4_Phosphopantothenate_c[c] + L_Cysteine_c[c] + 9.5785e-05 prot_G2TJR2[c]  -> (R)_4_Phosphopantothenoyl_L_cysteine_c[c] + CMP_c[c] + PPi_c[c] 	Bcoa_0108	  0.00	   Inf	  0.00
arm_R0553	Malonyl_ACP_c[c] + Malonyl_ACP_methyl_ester_c[c]  -> pmet_R0553[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0553No1	0.0059102 prot_G2TNY0[c] + pmet_R0553[c]  -> 3_Ketoglutaryl_ACP_methyl_ester_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0553No2	0.0059102 prot_G2TI09[c] + pmet_R0553[c]  -> 3_Ketoglutaryl_ACP_methyl_ester_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0554	3_Ketoglutaryl_ACP_methyl_ester_c[c] + H+_c[c] + NADPH_c[c]  -> pmet_R0554[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0554No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0554[c]  -> 3_Hydroxyglutaryl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0554No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0554[c]  -> 3_Hydroxyglutaryl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0554No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0554[c]  -> 3_Hydroxyglutaryl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0554No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0554[c]  -> 3_Hydroxyglutaryl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0554No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0554[c]  -> 3_Hydroxyglutaryl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0555No1	3_Hydroxyglutaryl_ACP_methyl_ester_c[c] + 3.6406e-06 prot_G2THW0[c]  -> Enoylglutaryl_ACP_methyl_ester_c[c] + H2O_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
R0556No1	Enoylglutaryl_ACP_methyl_ester_c[c] + H+_c[c] + NADPH_c[c] + 3.9683e-06 prot_G2TMR0[c]  -> Glutaryl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
arm_R0557	Glutaryl_ACP_methyl_ester_c[c] + Malonyl_ACP_c[c]  -> pmet_R0557[c] 	Bcoa_0360 or Bcoa_1747	  0.00	   Inf	  0.00
R0557No1	0.0059102 prot_G2TNY0[c] + pmet_R0557[c]  -> 3_Ketopimeloyl_ACP_methyl_ester_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_0360	  0.00	   Inf	  0.00
R0557No2	0.0059102 prot_G2TI09[c] + pmet_R0557[c]  -> 3_Ketopimeloyl_ACP_methyl_ester_c[c] + ACP_c[c] + CO2_c[c] 	Bcoa_1747	  0.00	   Inf	  0.00
arm_R0558	3_Ketopimeloyl_ACP_methyl_ester_c[c] + H+_c[c] + NADPH_c[c]  -> pmet_R0558[c] 	Bcoa_0089 or Bcoa_0241 or Bcoa_3064 or Bcoa_3139 or Bcoa_3332	  0.00	   Inf	  0.00
R0558No1	2.5253e-05 prot_G2TJP3[c] + pmet_R0558[c]  -> 3_Hydroxypimeloyl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_0089	  0.00	   Inf	  0.00
R0558No2	2.5253e-05 prot_G2TLG4[c] + pmet_R0558[c]  -> 3_Hydroxypimeloyl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_0241	  0.00	   Inf	  0.00
R0558No3	2.5253e-05 prot_G2TNR8[c] + pmet_R0558[c]  -> 3_Hydroxypimeloyl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_3064	  0.00	   Inf	  0.00
R0558No4	2.5253e-05 prot_G2TPW5[c] + pmet_R0558[c]  -> 3_Hydroxypimeloyl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_3139	  0.00	   Inf	  0.00
R0558No5	2.5253e-05 prot_G2TNV3[c] + pmet_R0558[c]  -> 3_Hydroxypimeloyl_ACP_methyl_ester_c[c] + NADP_c[c] 	Bcoa_3332	  0.00	   Inf	  0.00
R0559No1	3_Hydroxypimeloyl_ACP_methyl_ester_c[c] + 3.6406e-06 prot_G2THW0[c]  -> Enoylpimeloyl_ACP_methyl_ester_c[c] + H2O_c[c] 	Bcoa_1472	  0.00	   Inf	  0.00
R0560No1	Enoylpimeloyl_ACP_methyl_ester_c[c] + H+_c[c] + NADPH_c[c] + 3.9683e-06 prot_G2TMR0[c]  -> NADP_c[c] + Pimeloyl_ACP_methyl_ester_c[c] 	Bcoa_0328	  0.00	   Inf	  0.00
R0561No1	GTP_c[c] + H2O_c[c] + 0.25253 prot_G2TL72[c]  -> 7_8_Dihydroneopterin_3_triphosphate_c[c] + Formate_c[c] 	Bcoa_3210	  0.00	   Inf	  0.00
R0562No1	GTP_c[c] + H2O_c[c] + 0.25253 prot_G2TL72[c]  -> Formamidopyrimidine_nucleoside_triphosphate_c[c] 	Bcoa_3210	  0.00	   Inf	  0.00
R0563No1	NADP_c[c] + Tetrahydrofolate_c[c] + 2.9869e-05 prot_G2TMG0[c]  -> Dihydrofolate_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3286	  0.00	   Inf	  0.00
R0564No1	ATP_c[c] + L_Glutamate_c[c] + Tetrahydrofolate_c[c] + 0.00013889 prot_G2TKV2[c]  -> ADP_c[c] + Phosphate_c[c] + THF_L_glutamate_c[c] 	Bcoa_2623	  0.00	   Inf	  0.00
R0565No1	Dihydrofolate_c[c] + NADP_c[c] + 8.8183e-06 prot_G2TMG0[c]  -> Folate_c[c] + H+_c[c] + NADPH_c[c] 	Bcoa_3286	  0.00	   Inf	  0.00
R0566No1	ATP_c[c] + Dihydropteroate_c[c] + L_Glutamate_c[c] + 0.00013889 prot_G2TKV2[c]  -> ADP_c[c] + Dihydrofolate_c[c] + Phosphate_c[c] 	Bcoa_2623	  0.00	   Inf	  0.00
R0567No1	4_Aminobenzoate_c[c] + 6_hydroxymethyl_dihydropterin_c[c] + 0.0022347 prot_G2THL5[c]  -> Dihydropteroate_c[c] + H2O_c[c] 	Bcoa_1224	  0.00	   Inf	  0.00
R0568No1	4_Aminobenzoate_c[c] + 7_8_Dihydropterin_pyrophosphate_c[c] + 0.0022347 prot_G2THL5[c]  -> Dihydropteroate_c[c] + PPi_c[c] 	Bcoa_1224	  0.00	   Inf	  0.00
R0569No1	6_hydroxymethyl_dihydropterin_c[c] + ATP_c[c] + 0.001634 prot_G2THL3[c]  -> 7_8_Dihydropterin_pyrophosphate_c[c] + AMP_c[c] 	Bcoa_1222	  0.00	   Inf	  0.00
R0570No1	Dihydroneopterin_c[c] + 0.0061728 prot_G2THL4[c]  -> 6_hydroxymethyl_dihydropterin_c[c] + Glycolaldehyde_c[c] 	Bcoa_1223	  0.00	   Inf	  0.00
R0571No1	7_8_Dihydroneopterin_3_triphosphate_c[c] + 3 H2O_c[c] + 9.8155e-09 prot_G2TIW9[c]  -> Dihydroneopterin_c[c] + 3 Phosphate_c[c] 	Bcoa_1386	  0.00	   Inf	  0.00
R0572No1	2_5_Diamino_6_(5_triphosphoryl_3_4_trihydroxy_2_oxopentyl)_amino_4_oxopyrimidine_c[c] + 0.25253 prot_G2TL72[c]  -> 7_8_Dihydroneopterin_3_triphosphate_c[c] + H2O_c[c] 	Bcoa_3210	  0.00	   Inf	  0.00
R0573No1	Formamidopyrimidine_nucleoside_triphosphate_c[c] + H2O_c[c] + 0.25253 prot_G2TL72[c]  -> 2_5_Diaminopyrimidine_nucleoside_triphosphate_c[c] + Formate_c[c] 	Bcoa_3210	  0.00	   Inf	  0.00
R0574No1	2_5_Diaminopyrimidine_nucleoside_triphosphate_c[c] + 0.25253 prot_G2TL72[c]  -> 2_5_Diamino_6_(5_triphosphoryl_3_4_trihydroxy_2_oxopentyl)_amino_4_oxopyrimidine_c[c] 	Bcoa_3210	  0.00	   Inf	  0.00
